,industry,job_title,description,job_link,job_id
1171,Internet,Linux Systems Engineer,"** This job is based in Hong Kong - come work in one of the most exciting cities in the world ** We are hiring a DevOps / Linux Systems Engineer to join our team in Hong Kong   We're seeking an experienced DevOps Engineer. Strong existing technical skills, versatility, and the ability (and willingness) to learn new technologies is essential.   Responsibilities   Be responsible for our systems infr...",https://www.linkedin.com/jobs?viewJob=&jobId=60938352&trk=api*a130653*s139051*,2171
1172,Internet,Android / iOS Developer at 200+ companies,"Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m...",https://www.linkedin.com/jobs?viewJob=&jobId=46302491&trk=api*a130653*s139051*,2172
1173,Entertainment,Associate Consultant - Social,"We are looking for someone who is young and energetic and starting out in their career. As a  Associate Consultant, you will need to be fully entrenched in social media culture and understand the fine line of managing a professional, but effective social media presence. You should like writing and are good at it, and have strong proofreading capabilities.   You may be handling a few or many accoun...",https://www.linkedin.com/jobs?viewJob=&jobId=48953183&trk=api*a130653*s139051*,2173
1174,Entertainment,Associate Consultant - Social,"We are looking for someone who is young and energetic and starting out in their career. As a  Associate Consultant, you will need to be fully entrenched in social media culture and understand the fine line of managing a professional, but effective social media presence. You should like writing and are good at it, and have strong proofreading capabilities.   You may be handling a few or many accoun...",https://www.linkedin.com/jobs?viewJob=&jobId=48953183&trk=api*a130653*s139051*,2174
1175,"Banking, Information Technology and Services, Financial Services",Chief of Staff - Technology Business,We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol...,https://www.linkedin.com/jobs?viewJob=&jobId=62029164&trk=api*a130653*s139051*,2175
1176,Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*,2176
1177,"Banking, Information Technology and Services, Financial Services",Chief of Staff - Technology Business,We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol...,https://www.linkedin.com/jobs?viewJob=&jobId=62029164&trk=api*a130653*s139051*,2177
1178,Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*,2178
1179,"Internet, Online Media",Mobile Application Developer,"Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t...",https://www.linkedin.com/jobs?viewJob=&jobId=48370525&trk=api*a130653*s139051*,2179
1180,Information Technology and Services,Javascript Engineer,As Javascript Engineer you will get to: ● Be part of a game-changer startup ● Architect and build Javascript based web and mobile applications for consumers around the world ● Build backend tools to optimize engineering processes so that our team can produce as quickly as possible ● Collaborate and work in an early stage development environment ● Learn and Work with cutting edge technologies Node....,https://www.linkedin.com/jobs?viewJob=&jobId=49817948&trk=api*a130653*s139051*,2180
1181,Information Technology and Services,Mobile Apps Test Engineers,"Dear Quality Engineers,   We are looking for passionate and talented Mobile Test Engineers for a product based company on Permanent role.    Please share your profiles to naveenkumar.sm@graylocus.com   Job Description: Hands on experience in Android / iOS Mobile Application Testing with 2-6 years of experience Strong Manual testing skills – testing though complete SDLC - including requirement mapp...",https://www.linkedin.com/jobs?viewJob=&jobId=62161277&trk=api*a130653*s139051*,2181
1182,Internet,Full Stack Engineer,"Be part of a rockstar team in a dynamic, fun environment. Be ready to turn around releases every 3 weeks. Unmatched opportunity to be all you can be. Accelerate your learning as you work on the latest technologies delivering a kick ass social product. Why Myndbee is cool to work at  Small, highly-focused development teams - 3 people on iOS, 3 people on Android, and 2 people on the Server. And NO Q...",https://www.linkedin.com/jobs?viewJob=&jobId=44916772&trk=api*a130653*s139051*,2182
1183,"Internet, Online Media",Mobile Application Developer,"Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t...",https://www.linkedin.com/jobs?viewJob=&jobId=48370525&trk=api*a130653*s139051*,2183
1184,Information Technology and Services,Javascript Engineer,As Javascript Engineer you will get to: ● Be part of a game-changer startup ● Architect and build Javascript based web and mobile applications for consumers around the world ● Build backend tools to optimize engineering processes so that our team can produce as quickly as possible ● Collaborate and work in an early stage development environment ● Learn and Work with cutting edge technologies Node....,https://www.linkedin.com/jobs?viewJob=&jobId=49817948&trk=api*a130653*s139051*,2184
1185,Information Technology and Services,Mobile Apps Test Engineers,"Dear Quality Engineers,   We are looking for passionate and talented Mobile Test Engineers for a product based company on Permanent role.    Please share your profiles to naveenkumar.sm@graylocus.com   Job Description: Hands on experience in Android / iOS Mobile Application Testing with 2-6 years of experience Strong Manual testing skills – testing though complete SDLC - including requirement mapp...",https://www.linkedin.com/jobs?viewJob=&jobId=62161277&trk=api*a130653*s139051*,2185
1186,Internet,Full Stack Engineer,"Be part of a rockstar team in a dynamic, fun environment. Be ready to turn around releases every 3 weeks. Unmatched opportunity to be all you can be. Accelerate your learning as you work on the latest technologies delivering a kick ass social product. Why Myndbee is cool to work at  Small, highly-focused development teams - 3 people on iOS, 3 people on Android, and 2 people on the Server. And NO Q...",https://www.linkedin.com/jobs?viewJob=&jobId=44916772&trk=api*a130653*s139051*,2186
1187,Internet,UI / UX Designer,"The position of UI/UX Designer at Xelpmoc is ideal for designers who aspire to become experts in web and mobile app design. It offers the opportunity to gain critical skills and experience by working simultaneously on a range of interesting and important projects. The successful candidate will benefit from top notch mentorship from our experienced staff, as well as our network of external experts....",https://www.linkedin.com/jobs?viewJob=&jobId=60345039&trk=api*a130653*s139051*,2187
1188,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=49817527&trk=api*a130653*s139051*,2188
1189,"Online Media, Newspapers",iOS Developer,Plash is looking for an iOS developer who is passionate about solving challenges of News and Content Discovery on Mobile to join its team. You’ll be a critical member of app development team working directly under VP (Engineering). You will:  Build the next generation of iOS mobile apps for News Reading. Conceptualize and design Mobile applications Participate in software design (architecture) Tes...,https://www.linkedin.com/jobs?viewJob=&jobId=49811743&trk=api*a130653*s139051*,2189
1190,Computer Software,Crossover Software Architect - Java,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970141&trk=api*a130653*s139051*,2190
1191,Computer Software,Crossover Software Architect - Java,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970141&trk=api*a130653*s139051*,2191
1192,"Internet, Online Media, Computer Software",Principal Technical Architect - Video Streaming,"Product design and development, own the product specifications, design and architecture. Ability to quickly prototype ideas into demonstrations Drive development process to build great quality products. Understand and clearly communicate the design rationale and the value of the product to customers. Build product roadmap features and prioritize based on benefits delivered by those features. Creat...",https://www.linkedin.com/jobs?viewJob=&jobId=61425416&trk=api*a130653*s139051*,2192
1193,Internet,Graphic Designer,"Responsible for the design and development of all print and web design materials, sales / promotional materials. - Create marketing communication assets from concept, through creation and to final production including e-mailers, infographics, print ads. - Understand brief from marketing and category teams and come up with designs. - Design Online Advertising Banners to be run across internet. - De...",https://www.linkedin.com/jobs?viewJob=&jobId=47177960&trk=api*a130653*s139051*,2193
1194,"Banking, Information Technology and Services, Financial Services",Chief of Staff - Technology Business,We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol...,https://www.linkedin.com/jobs?viewJob=&jobId=62029164&trk=api*a130653*s139051*,2194
1195,"Retail, Apparel & Fashion",Assitant Merchandiser,"ABOUT THE ROLE:   Convey Indelust's merchandising vision through strong vendor partnerships, customer understanding, and effective product selection, that appeal to our target customers. Prepare and manage the online and in-store merchandising plans to ensure key performance goals, qualitative measures, and new initiatives are consistent with the brand vision, and financial goals are achieved. Ass...",https://www.linkedin.com/jobs?viewJob=&jobId=47130347&trk=api*a130653*s139051*,2195
1196,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,2196
1197,"Online Media, Newspapers",Product Manager Intern,This Job is based out of Bangalore.   Plash is looking for an intern who is passionate about News and Content Discovery in the Mobile world to join Product team for the summer / 3 months (with possibility of extending a full time offer) based on performance . The successful candidate must have strong experience working on technology products and ideally will have prior experience creating launch p...,https://www.linkedin.com/jobs?viewJob=&jobId=47153271&trk=api*a130653*s139051*,2197
1198,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,2198
1199,"Online Media, Newspapers",Product Manager Intern,This Job is based out of Bangalore.   Plash is looking for an intern who is passionate about News and Content Discovery in the Mobile world to join Product team for the summer / 3 months (with possibility of extending a full time offer) based on performance . The successful candidate must have strong experience working on technology products and ideally will have prior experience creating launch p...,https://www.linkedin.com/jobs?viewJob=&jobId=47153271&trk=api*a130653*s139051*,2199
1200,Computer Software,Mobile Application Developer,"7C Studio is looking for a Senior Android/iOS Developer who is passionate about startups, building products and looking for an oppurtunity to solve hard core engineering problems.    Responsibilities  Design and build advanced applications for the Android/iOS platform Collaborate with the team to define, design and ship new features...",https://www.linkedin.com/jobs?viewJob=&jobId=61098171&trk=api*a130653*s139051*,2200
1201,"Information Technology and Services, Computer Software","Senior Software Engineer, Web Technologies","Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management...",https://www.linkedin.com/jobs?viewJob=&jobId=47199541&trk=api*a130653*s139051*,2201
1202,Information Technology and Services,"Mobile Developers (HTML5/JS, Android and IOS ) – (Senior Software Engineers/Software Engineers)","Imagine what you could do here! At Travanleo, great innovative ideas have a way of becoming great products, services &amp; customer experiences. Bring passion and dedication to your job and there is no telling what you could accomplish.   Travanleo Info Solutions (India) Private Limited is looking for Mobile Developers (HTML5/JS) - Sr. Software Engineers with 4 to 6 years of total industry experie...",https://www.linkedin.com/jobs?viewJob=&jobId=48930865&trk=api*a130653*s139051*,2202
1203,Internet,"Head, Digital Marketing",Eatlo is building the most hassle-free food delivery service ever. Founded by IITB/IIMA graduates in 2014 and is funded by awesome investors. We want you if you are someone who understands the value of technology and of executing at speed. Job Profile: Digital Marketing  Qualification:  - Engineering from a top tier college with 1 to 2 years of work experience.  - Exposure to Programming is a must...,https://www.linkedin.com/jobs?viewJob=&jobId=48976625&trk=api*a130653*s139051*,2203
1204,Internet,Android / iOS Developer at 200+ companies,"Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m...",https://www.linkedin.com/jobs?viewJob=&jobId=46302491&trk=api*a130653*s139051*,2204
1205,Online Media,Content Writer,"We are looking for a creative writer to join our digital marketing team. You'll be required to brainstorm with the team and bring content ideas to the table. You'll be writing for our social media marketing initiatives, online campaigns and ads, blog posts and articles, marketing collateral, scripts, web pages and infographics. Our ideal writer has about a year or two of experience and is looking...",https://www.linkedin.com/jobs?viewJob=&jobId=47177428&trk=api*a130653*s139051*,2205
1206,Consumer Electronics,"Software Engineer, Architect - WLAN/WiFi","We are looking for a highly skilled software engineer who is passionate about designing and coding embedded systems and has good understanding of WLAN MAC protocols including .11ac, .11e. Apply if you are proficient in real-time operating systems such as Linux and have deep understanding/expertise with WiFi and networking. We will bump up the speed with which we reach out to you if you have expert...",https://www.linkedin.com/jobs?viewJob=&jobId=61711630&trk=api*a130653*s139051*,2206
1207,Consumer Electronics,"Software Engineer, Architect - WLAN/WiFi","We are looking for a highly skilled software engineer who is passionate about designing and coding embedded systems and has good understanding of WLAN MAC protocols including .11ac, .11e. Apply if you are proficient in real-time operating systems such as Linux and have deep understanding/expertise with WiFi and networking. We will bump up the speed with which we reach out to you if you have expert...",https://www.linkedin.com/jobs?viewJob=&jobId=61711630&trk=api*a130653*s139051*,2207
1208,Computer Software,SAP BASIS ENGINEER - IMMEDIATE JOINING,SAP BASIS ENGINEER for one of our CMM LEVEL 5 CLient. Should have hands on Experience with full time employement. Candidates with completed Notice Period and can join immediately are preferable and eligible to join this job....,https://www.linkedin.com/jobs?viewJob=&jobId=59606655&trk=api*a130653*s139051*,2208
1209,"Information Technology and Services, Computer Software",Software Engineer,"As a core member of the engineering team at ZapStitch, you are primarily responsible for designing and developing our Cloud Data Integration Platform. You will contribute in designing architecture, coding, peer code reviews, writing unit tests, fixing production bugs - thus participating in All aspects of engineering.   Responsibilities: You will... Collaborate with peer developers to architect /...",https://www.linkedin.com/jobs?viewJob=&jobId=48337377&trk=api*a130653*s139051*,2209
1210,Entertainment,Associate Consultant - Paid Media,You’ll be someone with a pulse on everything that is happening in the paid media space but also looking to use those advancements and bring innovation and value to clients. The emphasis will be more on landing pages design - best practises. You’ll be required to introspect  everything in a Landing Page to to improve number of conversions. This role needs someone who has an additional experience of...,https://www.linkedin.com/jobs?viewJob=&jobId=48925706&trk=api*a130653*s139051*,2210
1211,Marketing and Advertising,Social Media Specialist,"As the Social Media Marketing Specialist at Zamstars, you will be responsible for: Managing the social media marketing strategy for Zamstars and Zamstars’s clients; focusing on LinkedIn, Twitter, Facebook, Google+, YouTube, Instagram and more Execution of all social media activities (i.e. tweeting, sharing, engaging, liking, increasing social reach, doing the heavy lifting, etc.) for Zamstars and...",https://www.linkedin.com/jobs?viewJob=&jobId=44974946&trk=api*a130653*s139051*,2211
1212,Information Technology and Services,Graphics Designer,"We're looking for a Graphics Visualizer passionate about creating and executing a wide range of marketing assets resulting in revenue for the company.  You are creative, comfortable with ambiguity, able to translate ideas into great designs and love to exceed your goals   You will be an integral part of the Marketing team and your contribution will help drive company revenues. For this your role,...",https://www.linkedin.com/jobs?viewJob=&jobId=48392384&trk=api*a130653*s139051*,2212
1213,Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*,2213
1214,Marketing and Advertising,Social Media Specialist,"As the Social Media Marketing Specialist at Zamstars, you will be responsible for: Managing the social media marketing strategy for Zamstars and Zamstars’s clients; focusing on LinkedIn, Twitter, Facebook, Google+, YouTube, Instagram and more Execution of all social media activities (i.e. tweeting, sharing, engaging, liking, increasing social reach, doing the heavy lifting, etc.) for Zamstars and...",https://www.linkedin.com/jobs?viewJob=&jobId=44974946&trk=api*a130653*s139051*,2214
1215,Information Technology and Services,Graphics Designer,"We're looking for a Graphics Visualizer passionate about creating and executing a wide range of marketing assets resulting in revenue for the company.  You are creative, comfortable with ambiguity, able to translate ideas into great designs and love to exceed your goals   You will be an integral part of the Marketing team and your contribution will help drive company revenues. For this your role,...",https://www.linkedin.com/jobs?viewJob=&jobId=48392384&trk=api*a130653*s139051*,2215
1216,Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*,2216
1217,Food & Beverages,Software Engineer – Front End,"Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n...",https://www.linkedin.com/jobs?viewJob=&jobId=58663632&trk=api*a130653*s139051*,2217
1218,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,2218
1219,"Information Technology and Services, Computer Software",Network Engineer – DNS & Network Engineer F5," For - DNS engineer   ·         Strong experience in end to end DNS, DHCP &amp; BIND ·         Linux/ Solaris experience ·         Unix Scripting (mandatory) ·         F5 device, Firewall, Data routing  &amp; switching will be added advantage ·         L3 Support or very strong in L2 will also do ·         Excellent communication skills .         Worked on DNS, BIND, DHCP (mandatory), Vital QIP, I...",https://www.linkedin.com/jobs?viewJob=&jobId=48974439&trk=api*a130653*s139051*,2219
1220,"Information Technology and Services, Computer Software",Network Engineer – DNS & Network Engineer F5," For - DNS engineer   ·         Strong experience in end to end DNS, DHCP &amp; BIND ·         Linux/ Solaris experience ·         Unix Scripting (mandatory) ·         F5 device, Firewall, Data routing  &amp; switching will be added advantage ·         L3 Support or very strong in L2 will also do ·         Excellent communication skills .         Worked on DNS, BIND, DHCP (mandatory), Vital QIP, I...",https://www.linkedin.com/jobs?viewJob=&jobId=48974439&trk=api*a130653*s139051*,2220
1221,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,2221
1222,Internet,Junior Graphic Designer,"Junior Graphic Designer Years of Experience: 0-2 years Graphic Design, Web design, Brand designs, Campaign designs, artworks Top-notch design and illustration skills, and an eye for typography Working knowledge of the entire Adobe package (Indesign, Photoshop, Illustrator, and preferably Dreamweaver) The ability to work under tight deadlines and high pressure Work with our social media manager to...",https://www.linkedin.com/jobs?viewJob=&jobId=48391944&trk=api*a130653*s139051*,2222
1223,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,2223
1224,Internet,Junior Graphic Designer,"Junior Graphic Designer Years of Experience: 0-2 years Graphic Design, Web design, Brand designs, Campaign designs, artworks Top-notch design and illustration skills, and an eye for typography Working knowledge of the entire Adobe package (Indesign, Photoshop, Illustrator, and preferably Dreamweaver) The ability to work under tight deadlines and high pressure Work with our social media manager to...",https://www.linkedin.com/jobs?viewJob=&jobId=48391944&trk=api*a130653*s139051*,2224
1225,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,2225
1226,Financial Services,CA Intern,"Posted Position TitleCA Intern   About UsGE (NYSE: GE) works on things that matter. The best people and the best technologies taking on the toughest challenges. Finding solutions in energy, health and home, transportation and finance. Building, powering, moving and curing the world. Not just imagining. Doing. GE works. For more information, visit the company's website at www.ge.com   Role Summary/...",https://www.linkedin.com/jobs?viewJob=&jobId=47143312&trk=api*a130653*s139051*,2226
1227,Financial Services,CA Intern,"Posted Position TitleCA Intern   About UsGE (NYSE: GE) works on things that matter. The best people and the best technologies taking on the toughest challenges. Finding solutions in energy, health and home, transportation and finance. Building, powering, moving and curing the world. Not just imagining. Doing. GE works. For more information, visit the company's website at www.ge.com   Role Summary/...",https://www.linkedin.com/jobs?viewJob=&jobId=47143312&trk=api*a130653*s139051*,2227
1228,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,2228
1229,"Marketing and Advertising, Design",Brand Manager - Design (Bangalore),"The Brand Manager - Design position, Bangalore-based, is in charge of creating compelling visual content for social media channels for brands. The person will work with internal teams to brainstorm, create content and help manage a creative editorial process. The role requires to show creative competency and understanding in a wide range of skills sets: marketing art design, creative web design il...",https://www.linkedin.com/jobs?viewJob=&jobId=48990685&trk=api*a130653*s139051*,2229
1230,Internet,"Search Engineer - Java, Solr, Lucene","** This job is based in Hong Kong - come work in one of the most exciting cities in the world ** The ideal candidate should have a strong programming background and an understanding of what it takes to build high availability and high performance web services dealing with large volumes of data. As a member of the team, you will be developing highly scalable services that would help build the frame...",https://www.linkedin.com/jobs?viewJob=&jobId=61104967&trk=api*a130653*s139051*,2230
1231,Internet,Mobile Application Developer,"Design the architecture of our native android application. Write a clean, fast and maintainable code for our android app. Research on latest trends in android development and evaluate and incorporate the same in our application. ( We built our existing hybrid app on material design a fortnight after google highlighted material ui in their io. We did it before gmail app). Evaluation and implement o...",https://www.linkedin.com/jobs?viewJob=&jobId=47105204&trk=api*a130653*s139051*,2231
1232,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,2232
1233,"Consumer Services, Retail, Logistics and Supply Chain",Head Supply Chain & Logistics [ E-Commerce],- Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b...,https://www.linkedin.com/jobs?viewJob=&jobId=48362624&trk=api*a130653*s139051*,2233
1234,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,2234
1235,"Consumer Services, Retail, Logistics and Supply Chain",Head Supply Chain & Logistics [ E-Commerce],- Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b...,https://www.linkedin.com/jobs?viewJob=&jobId=48362624&trk=api*a130653*s139051*,2235
1236,Apparel & Fashion,Sales Manager - Fashion,"Beyond and before anything else, please note this is a fashion industry position and a strong background in fashion is an absolute must.   This position will deal with all sales and consumer interaction for all our products. Responsibilities include: Create links with and pitch products to fashion buyers and retail outlets. Propose and implement innovative sales strategies. Identify key selling pl...",https://www.linkedin.com/jobs?viewJob=&jobId=60846503&trk=api*a130653*s139051*,2236
1237,Sporting Goods,Web Application Developer,"Experience Required: Up to 3 years’experience with HTML/XHTML and CSS Up to 2 years’ experience Web programming experience, including PHP, ASP or JSP Up to 1 year experience working with relational database systems such as MySQL, MSSQL or Oracle and a good working knowledge of SQL Qualification:BS in computer science or a related field bachelor's degree program in multimedia or web design   Job Re...",https://www.linkedin.com/jobs?viewJob=&jobId=44995955&trk=api*a130653*s139051*,2237
1238,Management Consulting,Consulting Associate,"The Associate will work as an integral member of the management consulting team over the next 3 to 6 months. As a part of the consulting practice, the successful candidate will be working on challenging client assignments, which would be critical to the client’s business. Financial modeling and structured problem solving approach would be required on a day to day basis. In terms of exposure, the r...",https://www.linkedin.com/jobs?viewJob=&jobId=62299974&trk=api*a130653*s139051*,2238
1239,Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*,2239
1240,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,2240
1241,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,2241
1242,Information Services,UI Developer,Point of Contact for CV’s / Email ID: Smitha - smitha.w@multirecruit.com - 9972696633.   Job Title / Designation: UI Developer Key Functions &amp; Roles of the Candidate: Ability to distill product requirements into functional requirements Coming up with a project plan and meeting set forth deadlines and milestones   Specific Skill Set:             In depth knowledge in PHP Expert knowledge about...,https://www.linkedin.com/jobs?viewJob=&jobId=62541939&trk=api*a130653*s139051*,2242
